employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate,termreason
00-15058739,Julia,Mitchell,Male,New York,Buffalo,2/4/2016,Sales,Sales Representative,Bachelor,70218,Excellent,No,2/8/1993,,
00-62953021,Carly,Bryant,Male,New York,New York City,7/3/2017,IT,System Administrator,Master,87721,Good,No,11/7/1976,,
00-70891460,Amy,Brooks,Female,New York,Buffalo,12/16/2016,Operations,Logistics Coordinator,Bachelor,56231,Good,No,3/11/1983,,
00-24391123,Nathan,Arnold,Female,New York,New York City,2/26/2017,Operations,Inventory Specialist,High School,61173,Satisfactory,No,11/11/1975,,
00-93131712,Malik,Fowler,Male,New York,Rochester,6/8/2023,Customer Service,Help Desk Technician,Bachelor,61358,Good,No,7/15/1974,,
00-80400524,Gordon,Morales,Female,New York,New York City,6/30/2016,Sales,Sales Specialist,Bachelor,80376,Satisfactory,No,9/21/1997,,
00-52590001,Tonya,Saunders,Female,New York,Rochester,2/27/2015,IT,Software Developer,Bachelor,76674,Good,Yes,5/2/1987,,
00-30090581,Lisa,Walton,Male,New York,New York City,7/12/2022,Sales,Sales Consultant,Bachelor,73152,Good,No,3/7/1989,,
00-24643784,Emma,Russell,Male,New York,Rochester,6/17/2017,Customer Service,Customer Service Representative,High School,60598,Good,No,4/19/1994,,
00-57494219,Christopher,King,Female,Michigan,Detroit,2/23/2017,IT,Software Developer,Bachelor,77410,Satisfactory,No,7/3/1988,,
00-81029647,Marvin,Howard,Male,Michigan,Grand Rapids,6/30/2024,Customer Service,Customer Service Representative,Bachelor,59858,Good,No,4/26/1995,,
00-89421300,Shannon,Ryan,Male,New York,Buffalo,9/22/2019,Sales,Sales Representative,Bachelor,84460,Satisfactory,Yes,9/20/1984,,
00-91211357,Frank,Williams,Male,New York,Buffalo,7/16/2022,IT,System Administrator,Master,103133,Good,Yes,2/9/1976,,
00-74157929,Samantha,Mcgrath,Male,North Carolina,Greensboro,2/26/2015,Sales,Sales Consultant,PhD,115906,Needs Improvement,Yes,10/19/1981,,
00-41542499,Carol,Fernandez,Male,Michigan,Detroit,11/20/2023,Marketing,SEO Specialist,High School,73249,Excellent,No,8/28/1969,,
00-56750216,Julie,Rosales,Male,Michigan,Grand Rapids,8/11/2018,Sales,Sales Representative,Bachelor,65181,Satisfactory,No,8/16/1995,,
00-84813845,Donald,Velasquez,Male,Ohio,Cincinnati,3/21/2023,Operations,Logistics Coordinator,Bachelor,64376,Good,Yes,11/19/1976,,
00-17834175,Makayla,Sanders,Female,New York,Buffalo,11/15/2024,Customer Service,Help Desk Technician,Bachelor,65716,Good,No,12/18/1988,,
00-65769166,Robert,Rodriguez,Female,New York,New York City,7/14/2023,Operations,Inventory Specialist,Bachelor,56750,Excellent,No,2/15/1982,,
00-69351279,Amy,Stone,Female,New York,Buffalo,8/12/2017,Sales,Sales Specialist,Master,70663,Needs Improvement,No,4/1/1999,,
00-76130666,Adam,Michael,Female,Michigan,Grand Rapids,9/16/2022,IT,Software Developer,Bachelor,91901,Good,No,1/11/1987,,
00-99833906,Sheri,Singh,Male,New York,Rochester,9/23/2017,Operations,Operations Analyst,Master,80231,Good,Yes,1/2/1967,,
00-88963137,Jenna,Rogers,Male,New York,New York City,2/15/2019,Marketing,Content Creator,High School,61518,Satisfactory,Yes,7/7/1984,,
00-52590946,Mark,Copeland,Female,New York,Rochester,5/25/2023,Operations,Operations Analyst,Bachelor,64912,Good,No,1/27/1987,,
00-33860571,Amy,Foster,Female,New York,Buffalo,9/13/2019,Marketing,Content Creator,Bachelor,53658,Excellent,No,11/25/2000,,
00-25925976,Lori,Robinson,Male,New York,Rochester,5/16/2024,Sales,Sales Representative,Bachelor,62737,Excellent,No,8/21/2003,,
00-54599850,Kara,Watts,Male,New York,Buffalo,2/11/2015,Finance,Financial Analyst,Master,94638,Good,No,8/28/1981,,
00-15754576,Jeremiah,Schneider,Female,Florida,Orlando,3/2/2017,IT,Software Developer,Master,74816,Good,No,9/10/1998,,
00-95787279,Mary,Woodard,Female,New York,Rochester,3/15/2017,HR,HR Coordinator,Bachelor,61898,Good,Yes,3/26/1998,,
00-19764093,Jennifer,Barry,Male,New York,Buffalo,7/14/2024,Operations,Inventory Specialist,High School,57292,Satisfactory,Yes,9/10/1977,,
00-25533493,Lauren,Simpson,Female,New York,Rochester,12/22/2023,IT,Software Developer,Bachelor,81881,Needs Improvement,No,5/2/1989,,
00-37963448,Charles,Clements,Female,Michigan,Detroit,4/4/2015,Marketing,Content Creator,Bachelor,54748,Satisfactory,No,6/13/1990,,
00-14535123,Katelyn,Turner,Male,New York,New York City,3/23/2019,Operations,Inventory Specialist,Bachelor,67230,Good,Yes,7/12/1976,,
00-67134182,Amber,Davis,Female,Illinois,Aurora,11/12/2020,IT,Software Developer,Bachelor,97353,Good,Yes,4/26/1985,,
00-23471350,James,Smith,Male,Virginia,Norfolk,4/25/2017,Customer Service,Support Specialist,High School,62956,Excellent,No,8/13/1981,,
00-79767584,David,Lopez,Male,New York,New York City,10/29/2019,Operations,Logistics Coordinator,Bachelor,61791,Good,No,5/28/2001,,
00-88709772,Erin,Jones,Female,Illinois,Aurora,6/25/2021,Operations,Operations Analyst,Master,71918,Excellent,No,8/5/1991,,
00-29337067,Stephanie,Henderson,Female,Ohio,Columbus,5/19/2019,Operations,Inventory Specialist,Bachelor,60487,Good,Yes,12/18/1992,,
00-66783807,Dorothy,Smith,Female,New York,Buffalo,8/21/2019,IT,Software Developer,Bachelor,85172,Excellent,No,12/7/1969,,
00-69198584,Kevin,Hughes,Female,New York,Buffalo,3/22/2022,Customer Service,Help Desk Technician,Bachelor,79329,Good,No,7/15/1989,,
00-65469429,Kevin,Harvey,Female,New York,Rochester,12/23/2016,Customer Service,Support Specialist,Bachelor,55014,Excellent,Yes,10/6/1982,,
00-59163162,Timothy,Mendez,Female,New York,New York City,1/17/2023,Sales,Sales Consultant,Master,85557,Good,No,6/15/2004,,
00-32509513,Erin,Rowland,Male,New York,Buffalo,7/13/2024,Marketing,SEO Specialist,Bachelor,78126,Satisfactory,No,1/18/1993,,
00-19340643,Luis,Johnson,Male,New York,Buffalo,9/30/2019,Sales,Sales Representative,Bachelor,66738,Good,Yes,5/24/1974,,
00-82929177,Thomas,Salinas,Male,Michigan,Warren,10/20/2023,Sales,Sales Representative,Bachelor,71817,Excellent,No,9/8/1994,,
00-27948371,Amber,Garcia,Male,New York,Rochester,9/25/2017,Customer Service,Customer Service Representative,High School,57237,Satisfactory,No,5/19/1986,,
00-36867851,Brenda,Gilmore,Female,New York,New York City,9/23/2021,HR,Recruiter,Bachelor,66062,Good,No,7/29/1984,,
00-94142699,Tracy,Johnson,Female,New York,Rochester,1/16/2017,Finance,Accountant,Bachelor,64926,Excellent,Yes,7/22/1965,,
00-60621065,Sydney,Blake,Female,New York,New York City,2/3/2022,Sales,Sales Manager,PhD,76672,Satisfactory,No,2/2/1963,,
00-42849585,Thomas,Stephens,Female,New York,Buffalo,2/2/2019,Sales,Sales Consultant,Master,69644,Good,No,3/19/1986,,
00-37374649,John,Rivas,Male,New York,Buffalo,9/3/2022,Operations,Logistics Coordinator,Bachelor,69612,Good,No,7/1/2001,,
00-13251476,Sandra,Gibson,Male,New York,New York City,10/18/2019,Operations,Operations Analyst,Bachelor,85769,Good,No,10/13/1970,,
00-79616225,Matthew,Munoz,Male,Michigan,Grand Rapids,7/2/2022,Sales,Sales Manager,Master,126841,Needs Improvement,Yes,7/13/1970,,
00-33748640,Austin,Collins,Male,Virginia,Norfolk,10/29/2023,Operations,Logistics Coordinator,Bachelor,67104,Good,No,12/7/1995,,
00-72312114,Jane,Hayes,Male,New York,Buffalo,8/27/2018,Customer Service,Customer Service Manager,Bachelor,96710,Satisfactory,No,9/15/1979,,
00-85435906,Robert,Smith,Female,Michigan,Detroit,2/19/2022,Marketing,Content Creator,Bachelor,61360,Needs Improvement,Yes,10/3/1988,,
00-60856386,Brittney,Leonard,Male,New York,New York City,1/11/2017,Sales,Sales Representative,Bachelor,81478,Good,Yes,1/27/1975,,
00-53679044,Selena,Wallace,Male,Illinois,Aurora,7/13/2016,IT,Software Developer,Bachelor,107103,Good,Yes,7/20/1990,,
00-99896917,Howard,Hill,Male,Ohio,Cleveland,8/8/2023,Sales,Sales Representative,Bachelor,64309,Satisfactory,No,12/3/1980,,
00-84329746,Paul,Buckley,Female,New York,Rochester,9/11/2017,Operations,Inventory Specialist,High School,57289,Good,No,11/4/1978,,
00-17126486,Jennifer,King,Male,New York,New York City,2/15/2020,IT,IT Support Specialist,Bachelor,65974,Satisfactory,No,11/30/1993,,
00-68993592,Helen,Henry,Male,New York,Rochester,12/16/2024,Operations,Inventory Specialist,High School,56072,Good,No,6/9/1982,,
00-33561787,Shannon,Nash,Male,New York,Buffalo,1/16/2016,HR,Recruiter,Bachelor,67298,Satisfactory,No,5/11/1962,,
00-36618219,Kelly,Rivera,Female,New York,New York City,2/12/2019,Customer Service,Help Desk Technician,Bachelor,68361,Good,No,10/23/1981,,
00-39161475,Gloria,Schmitt,Female,New York,New York City,1/30/2024,Sales,Sales Consultant,Master,71425,Good,No,12/12/1973,,
00-34984420,James,Tucker,Male,New York,Buffalo,1/3/2024,IT,System Administrator,Bachelor,102276,Needs Improvement,Yes,4/30/1985,,
00-34399341,Paul,Garner,Female,New York,New York City,9/11/2017,Customer Service,Customer Service Manager,PhD,79867,Good,No,5/18/1990,,
00-92518294,Rebecca,Barton,Female,New York,New York City,1/18/2017,Operations,Inventory Specialist,Bachelor,61016,Good,Yes,7/10/1995,,
00-23530495,Kevin,Walker,Male,New York,New York City,12/3/2022,Sales,Sales Specialist,PhD,75784,Good,No,9/13/1972,,
00-88541092,Felicia,Bruce,Male,New York,Rochester,3/29/2016,IT,Software Developer,Bachelor,87264,Needs Improvement,Yes,7/7/1970,,
00-84240710,Jennifer,Stokes,Male,New York,Rochester,12/20/2020,Marketing,Content Creator,Bachelor,68813,Satisfactory,No,10/3/1993,,
00-53634520,Darren,Martin,Male,Pennsylvania,Philadelphia,2/21/2022,Customer Service,Support Specialist,Bachelor,67153,Excellent,Yes,11/23/1962,,
00-87524851,Joy,Potts,Female,New York,New York City,8/7/2023,IT,Software Developer,Master,85744,Good,Yes,7/24/1999,,
00-52977013,Andrew,Crawford,Male,Michigan,Detroit,11/4/2020,Operations,Operations Analyst,Bachelor,84384,Good,No,2/16/1983,,
00-66086286,Holly,Smith,Male,New York,Rochester,7/22/2016,Operations,Operations Analyst,Bachelor,76383,Satisfactory,No,12/18/1991,,
00-72146491,Rachael,Richardson,Male,New York,Rochester,7/31/2022,Operations,Inventory Specialist,Bachelor,64469,Satisfactory,No,7/23/1982,,
00-31684442,Daniel,Wells,Female,New York,Buffalo,4/19/2023,Customer Service,Customer Service Representative,Bachelor,62561,Satisfactory,No,12/8/1984,,
00-12625340,Samuel,Miles,Female,New York,Buffalo,1/26/2021,IT,IT Support Specialist,Bachelor,53824,Good,No,4/29/1994,,
00-44077377,Cameron,Baker,Male,New York,New York City,9/16/2021,Marketing,Marketing Manager,Master,89344,Good,No,1/17/1983,,
00-25633534,Michael,Morales,Female,Illinois,Chicago,12/24/2017,IT,Software Developer,Master,77739,Good,No,2/2/1985,,
00-88150391,John,Reilly,Female,New York,Rochester,2/23/2019,IT,Software Developer,Bachelor,90443,Excellent,Yes,10/12/2000,,
00-33398252,David,Martin,Female,New York,New York City,8/10/2019,Sales,Sales Representative,Bachelor,63850,Good,Yes,12/1/1971,,
00-54440795,Jacob,Gonzalez,Male,New York,Buffalo,9/14/2017,Operations,Logistics Coordinator,Bachelor,66274,Excellent,No,8/5/1999,,
00-80732751,Wendy,Brooks,Male,New York,Buffalo,4/12/2024,Sales,Sales Specialist,Bachelor,71588,Satisfactory,Yes,6/5/1979,,
00-38754429,Timothy,Arellano,Male,New York,Buffalo,9/12/2019,Sales,Sales Consultant,Bachelor,86363,Good,No,3/10/2001,,
00-87789716,Jacob,Gutierrez,Female,Pennsylvania,Pittsburgh,8/5/2024,Operations,Operations Analyst,Master,65868,Needs Improvement,Yes,10/12/1981,,
00-27538006,Bernard,Harris,Female,New York,New York City,4/26/2016,IT,System Administrator,Bachelor,69336,Satisfactory,No,10/5/1973,,
00-23228017,Dean,Miles,Male,New York,Rochester,1/5/2016,IT,Software Developer,Master,100150,Good,No,11/13/1997,,
00-17286763,Nathan,Dixon,Female,New York,Buffalo,1/5/2020,Sales,Sales Manager,Master,117603,Good,No,7/9/1972,,
00-15968073,Daniel,Wade,Male,New York,New York City,8/16/2017,Customer Service,Customer Service Representative,High School,56551,Satisfactory,No,9/10/1976,,
00-91413784,Alyssa,Turner,Female,New York,Rochester,11/12/2023,IT,Software Developer,Bachelor,82867,Satisfactory,No,4/23/1972,,
00-79608534,Derrick,Mccall,Male,Illinois,Aurora,12/1/2019,Customer Service,Help Desk Technician,High School,78455,Satisfactory,Yes,1/29/1967,,
00-56883986,Timothy,Lewis,Female,New York,New York City,9/15/2022,Operations,Logistics Coordinator,Bachelor,61012,Good,Yes,7/29/1980,,
00-59954883,Thomas,Mendoza,Male,Pennsylvania,Pittsburgh,2/8/2022,Sales,Sales Representative,Bachelor,60052,Good,No,7/24/1988,,
00-41782201,Gerald,Tran,Male,Michigan,Detroit,9/1/2022,Operations,Logistics Coordinator,Bachelor,64725,Excellent,No,12/9/1991,,
00-15427468,Amber,Lara,Female,New York,Buffalo,2/26/2017,Sales,Sales Consultant,PhD,79078,Needs Improvement,No,10/5/1959,,
00-41713949,Elizabeth,Hodge,Male,New York,New York City,2/26/2024,Customer Service,Help Desk Technician,Bachelor,90516,Good,Yes,5/31/1988,,
00-86861917,Michelle,Jones,Female,North Carolina,Raleigh,7/19/2023,Marketing,Content Creator,Bachelor,57549,Excellent,Yes,9/14/1985,,
00-24694269,Veronica,Jones,Male,New York,Rochester,3/5/2019,HR,HR Coordinator,Master,59091,Good,No,6/22/1971,,
00-31878126,John,Molina,Male,New York,Buffalo,11/22/2024,Operations,Logistics Coordinator,Bachelor,63543,Good,No,9/16/1980,,
00-22558651,Connie,Pace,Male,New York,Buffalo,11/18/2015,Customer Service,Support Specialist,Bachelor,67793,Good,Yes,1/28/1987,,
00-87468921,Jose,Brown,Male,Illinois,Naperville,6/17/2017,Customer Service,Support Specialist,High School,60877,Good,No,8/8/1984,,
00-56740994,Brad,Flores,Male,Ohio,Cincinnati,6/3/2022,Customer Service,Help Desk Technician,Bachelor,65025,Good,Yes,3/2/2004,,
00-36687785,Anthony,Powers,Male,New York,Buffalo,12/28/2019,Customer Service,Support Specialist,High School,58820,Good,Yes,11/26/2001,,
00-78636393,Nathaniel,Cole,Male,New York,Rochester,11/21/2017,Customer Service,Customer Service Representative,Bachelor,67755,Satisfactory,No,1/19/1983,,
00-36351317,Michelle,Goodman,Male,Ohio,Cincinnati,2/19/2024,Sales,Sales Consultant,Master,89965,Satisfactory,No,9/7/1962,,
00-73095299,Timothy,Avery,Male,Virginia,Richmond,7/16/2016,Sales,Sales Representative,Bachelor,65072,Good,No,11/12/1987,,
00-77090777,Pamela,Lucas,Female,Michigan,Warren,10/20/2016,Marketing,Content Creator,Bachelor,59839,Satisfactory,Yes,3/6/1973,,
00-63394430,Cynthia,Allen,Female,New York,Buffalo,7/22/2015,Marketing,Marketing Coordinator,Bachelor,60261,Good,No,6/26/1970,,
00-30372558,Keith,Mejia,Male,New York,Buffalo,6/17/2016,Marketing,Content Creator,Bachelor,58206,Good,Yes,8/16/1980,,
00-71786427,Carol,Butler,Female,New York,Buffalo,8/7/2019,Operations,Inventory Specialist,Bachelor,65343,Satisfactory,No,4/5/1964,,
00-17181113,Christopher,Snow,Female,Ohio,Columbus,2/26/2016,Sales,Sales Representative,Bachelor,55295,Excellent,Yes,6/26/1980,,
00-21977132,Kendra,Williams,Female,New York,New York City,4/17/2016,Operations,Logistics Coordinator,Bachelor,57788,Satisfactory,No,12/30/1997,,
00-24026495,Phillip,Marshall,Male,New York,Buffalo,11/9/2016,Customer Service,Help Desk Technician,High School,81050,Good,No,9/23/1990,,
00-26234545,Valerie,Peterson,Female,New York,Rochester,11/21/2021,Sales,Sales Manager,PhD,96085,Satisfactory,Yes,4/16/1968,,
00-28251835,Amanda,Murphy,Male,New York,New York City,4/30/2022,Finance,Accounts Payable Specialist,Bachelor,66650,Satisfactory,Yes,5/16/1979,,
00-81022010,Melissa,Harrison,Female,Michigan,Detroit,7/9/2023,Marketing,Content Creator,High School,57045,Good,No,12/26/1972,,
00-93614156,Paul,Pitts,Female,New York,Buffalo,9/25/2023,Operations,Logistics Coordinator,Bachelor,58262,Excellent,No,4/12/2003,,
00-49407965,Brittany,Castro,Female,New York,Buffalo,9/22/2021,IT,Software Developer,Bachelor,82538,Good,No,10/13/1977,,
00-55273409,Cassie,Guerrero,Male,Pennsylvania,Philadelphia,8/11/2017,Marketing,Marketing Manager,Master,104724,Good,No,11/17/1981,,
00-34003188,Derrick,Rogers,Male,New York,Buffalo,9/26/2019,Sales,Sales Representative,Bachelor,67131,Good,No,12/3/1996,,
00-50461969,Tracy,Peterson,Female,New York,New York City,7/20/2023,Operations,Inventory Specialist,High School,55116,Satisfactory,No,8/9/1981,,
00-47855437,Christina,Brown,Male,New York,Buffalo,9/2/2017,IT,IT Support Specialist,Bachelor,73145,Satisfactory,No,5/11/1975,,
00-13048008,Joseph,Nelson,Female,New York,New York City,4/23/2023,Finance,Accountant,Bachelor,69701,Satisfactory,No,1/28/1961,,
00-93932840,Brooke,Perez,Female,New York,Rochester,12/26/2019,Finance,Accounts Payable Specialist,Bachelor,64989,Good,No,1/15/1974,,
00-11173352,Rebecca,Solomon,Male,New York,Rochester,8/8/2021,Customer Service,Customer Service Representative,High School,56782,Good,Yes,12/18/1981,,
00-30149849,James,Compton,Male,Ohio,Columbus,3/16/2021,Customer Service,Customer Service Representative,High School,60798,Good,Yes,10/13/1997,,
00-12297122,Margaret,Holmes,Female,New York,Buffalo,6/9/2023,Customer Service,Support Specialist,High School,56157,Good,Yes,9/11/1988,,
00-59221290,Joshua,Harper,Female,Ohio,Cleveland,9/17/2024,Operations,Logistics Coordinator,Bachelor,56577,Excellent,No,7/10/2004,,
00-61069257,Donna,Tate,Male,New York,Rochester,12/12/2023,Sales,Sales Consultant,PhD,103175,Good,Yes,6/5/1985,,
00-97933602,Kristin,Pham,Male,New York,Rochester,9/25/2015,Customer Service,Help Desk Technician,High School,61176,Good,No,2/25/1980,,
00-99516588,Kenneth,Mcdaniel,Male,New York,Rochester,5/20/2020,Operations,Inventory Specialist,Bachelor,67091,Good,Yes,12/6/1970,,
00-88310524,Jennifer,Tran,Female,Michigan,Detroit,3/21/2019,Operations,Inventory Specialist,High School,62876,Good,Yes,1/28/1985,,
00-23041676,Lauren,Perkins,Male,New York,Buffalo,3/9/2017,Finance,Accounts Payable Specialist,Bachelor,65814,Good,Yes,11/24/1977,,
00-29042679,David,Sharp,Female,Michigan,Grand Rapids,4/24/2017,IT,Software Developer,Bachelor,94745,Good,Yes,12/21/1986,,
00-83778810,Danielle,Harris,Female,New York,Buffalo,11/3/2018,Operations,Logistics Coordinator,Bachelor,56164,Good,No,10/29/1991,,
00-51197481,Cynthia,Rogers,Male,Michigan,Detroit,12/11/2023,IT,IT Support Specialist,High School,64319,Good,No,6/8/1983,,
00-13629536,Deborah,Crawford,Male,North Carolina,Raleigh,4/6/2017,Customer Service,Customer Service Representative,High School,56066,Excellent,No,8/11/1986,,
00-30960858,Peter,Love,Male,New York,Buffalo,12/29/2015,Operations,Logistics Coordinator,Bachelor,67668,Good,No,11/15/1997,,
00-66701593,Ashley,Medina,Female,Michigan,Detroit,2/26/2016,Operations,Inventory Specialist,Bachelor,55219,Good,No,9/24/1983,,
00-74331966,Jonathan,Jones,Female,New York,New York City,2/18/2017,Sales,Sales Specialist,PhD,57248,Satisfactory,Yes,2/1/1973,,
00-18094532,Tammy,Li,Male,North Carolina,Raleigh,6/2/2017,Sales,Sales Specialist,PhD,102907,Satisfactory,Yes,6/5/1974,,
00-69473831,Aaron,Lopez,Male,Michigan,Warren,12/29/2022,Operations,Operations Analyst,Bachelor,84869,Good,Yes,7/19/1989,,
00-67203444,Jonathan,Simpson,Male,New York,Rochester,12/30/2023,Customer Service,Help Desk Technician,Bachelor,89247,Needs Improvement,Yes,11/29/1977,,
00-40628653,Vicki,Silva,Female,New York,Rochester,4/17/2016,IT,System Administrator,Bachelor,87497,Good,Yes,3/30/1983,,
00-97254175,William,Fisher,Female,New York,Buffalo,4/13/2024,Sales,Sales Specialist,Bachelor,79908,Needs Improvement,Yes,6/20/1975,,
00-52873862,Brent,Patterson,Male,Illinois,Naperville,7/10/2017,Sales,Sales Specialist,Bachelor,69714,Good,Yes,12/17/1992,,
00-94790000,Caitlin,Alvarez,Female,Michigan,Warren,5/31/2022,Customer Service,Help Desk Technician,High School,72519,Satisfactory,No,8/20/1962,,
00-48313228,Lawrence,Taylor,Male,New York,Rochester,2/17/2015,Sales,Sales Representative,Bachelor,83700,Good,No,1/31/1976,,
00-12262929,Michael,Solis,Female,New York,New York City,1/22/2021,Operations,Inventory Specialist,Bachelor,54136,Excellent,No,8/30/1989,,
00-85756281,Blake,Jones,Female,Michigan,Detroit,2/11/2024,Finance,Accountant,Bachelor,78025,Needs Improvement,No,6/14/1972,,
00-59468104,Amy,Adams,Female,New York,New York City,11/1/2019,Sales,Sales Specialist,PhD,63720,Good,No,12/20/1993,,
00-18708366,Cody,Paul,Male,New York,Buffalo,6/14/2018,Customer Service,Help Desk Technician,High School,65882,Excellent,No,4/24/1966,,
00-56712081,Jamie,Vance,Male,New York,Buffalo,8/9/2018,Operations,Logistics Coordinator,Bachelor,64910,Good,No,7/2/1999,,
00-33150209,Brian,Rodriguez,Male,New York,Buffalo,8/30/2024,Operations,Inventory Specialist,High School,64804,Good,Yes,12/6/1976,,
00-24284125,Jennifer,Mitchell,Male,New York,Rochester,4/3/2016,Sales,Sales Consultant,PhD,99117,Satisfactory,No,9/26/1987,,
00-68275307,Jerry,Montgomery,Female,New York,Buffalo,8/10/2015,Marketing,Marketing Coordinator,Bachelor,71104,Needs Improvement,Yes,9/23/1996,,
00-17972328,Karen,Reilly,Female,Michigan,Detroit,5/18/2023,Operations,Operations Analyst,Master,71929,Good,No,5/12/1975,,
00-15198305,Mary,Hernandez,Female,New York,New York City,8/4/2017,Operations,Operations Analyst,Master,64342,Good,No,7/25/1985,,
00-65374574,Breanna,Farmer,Female,North Carolina,Raleigh,3/7/2020,Finance,Financial Analyst,Master,76591,Good,Yes,11/7/1984,,
00-63504332,Linda,Bryan,Female,New York,Buffalo,3/20/2017,Sales,Sales Consultant,Master,84777,Good,Yes,2/17/1963,,
00-31726408,Amber,Smith,Female,New York,New York City,3/4/2019,Marketing,Marketing Coordinator,Bachelor,73533,Satisfactory,Yes,8/12/1999,,
00-11762146,Christopher,Yang,Male,New York,Rochester,4/15/2019,Operations,Operations Manager,Bachelor,119217,Needs Improvement,No,4/27/1991,,
00-59156422,Lisa,Martinez,Female,New York,Buffalo,4/6/2019,Operations,Operations Manager,Bachelor,90609,Good,Yes,9/26/1999,,
00-14091231,Megan,Walker,Male,New York,New York City,6/28/2023,Marketing,Content Creator,High School,54641,Satisfactory,Yes,8/13/1985,,
00-18160765,Chelsea,Mcclain,Female,New York,Rochester,12/23/2019,Operations,Inventory Specialist,High School,53997,Satisfactory,Yes,11/11/1998,,
00-15697626,Jeffrey,Rodriguez,Male,New York,Rochester,4/3/2018,Operations,Logistics Coordinator,Bachelor,68001,Satisfactory,No,4/23/1999,,
00-17232064,Emily,Graham,Male,New York,Buffalo,12/1/2019,Customer Service,Support Specialist,Bachelor,60349,Satisfactory,Yes,5/5/1990,,
00-20698169,Carol,Hughes,Male,Virginia,Virginia Beach,3/23/2024,IT,Software Developer,Bachelor,81383,Good,No,12/7/1997,,
00-81228560,Jesse,Boone,Male,Illinois,Chicago,6/7/2024,Operations,Inventory Specialist,High School,59276,Satisfactory,No,4/22/1991,,
00-36775702,Jennifer,Ramos,Female,Pennsylvania,Philadelphia,10/15/2023,Sales,Sales Specialist,Master,66995,Excellent,No,1/29/1991,,
00-36380976,Pamela,Jefferson,Male,New York,Buffalo,10/19/2015,Operations,Inventory Specialist,Bachelor,64428,Satisfactory,No,6/1/1990,,
00-34390832,Omar,Weaver,Male,North Carolina,Raleigh,4/16/2018,Customer Service,Help Desk Technician,Bachelor,74996,Good,Yes,7/26/1982,,
00-57692057,Jamie,Nunez,Male,Michigan,Detroit,6/19/2019,Operations,Logistics Coordinator,Bachelor,68484,Good,Yes,6/19/2001,,
00-90015279,Kristine,Warren,Female,New York,Rochester,5/6/2017,IT,Software Developer,Master,70758,Good,No,11/19/1996,,
00-26172749,Andrew,Romero,Female,New York,Buffalo,5/30/2020,Operations,Inventory Specialist,Bachelor,58775,Good,No,4/18/1972,,
00-36892617,Mary,Obrien,Male,New York,New York City,5/25/2021,Operations,Inventory Specialist,High School,61230,Good,No,9/26/1967,,
00-68985501,Drew,Jones,Male,New York,Buffalo,11/21/2024,Operations,Inventory Specialist,Bachelor,74030,Good,No,6/5/1980,,
00-68627491,Holly,Gray,Male,New York,Buffalo,11/3/2023,Operations,Logistics Coordinator,Bachelor,65045,Good,No,5/9/1990,,
00-88537126,Richard,Robinson,Male,New York,New York City,5/17/2016,Sales,Sales Representative,Bachelor,72095,Satisfactory,Yes,8/21/1977,,
00-28551845,Richard,Wright,Male,New York,Rochester,4/23/2022,HR,HR Coordinator,Bachelor,66926,Good,Yes,2/25/1983,,
00-14306326,Rachel,Gray,Female,New York,New York City,12/6/2016,Operations,Inventory Specialist,High School,60442,Satisfactory,No,3/16/1979,,
00-65674053,Terry,Johnson,Female,New York,Rochester,12/30/2019,Customer Service,Support Specialist,Bachelor,54991,Satisfactory,No,4/6/1991,,
00-94132724,Anna,Brewer,Female,Michigan,Detroit,1/26/2021,Sales,Sales Consultant,Bachelor,65533,Satisfactory,No,7/12/1997,,
00-25633618,Shaun,Mcbride,Female,North Carolina,Greensboro,5/31/2016,Operations,Logistics Coordinator,Bachelor,55490,Satisfactory,No,5/9/1978,,
00-99461018,Ashley,Ward,Male,New York,Rochester,1/8/2019,Sales,Sales Specialist,Master,81467,Good,No,9/3/2000,,
00-12637090,Travis,Ramsey,Male,New York,Buffalo,12/20/2023,Operations,Logistics Coordinator,Bachelor,65983,Good,No,4/22/1989,,
00-41668937,Roger,Kim,Male,New York,New York City,5/15/2020,Customer Service,Support Specialist,High School,65412,Satisfactory,No,2/20/1992,,
00-85553948,Jeremy,Richardson,Female,New York,Rochester,4/11/2023,Sales,Sales Specialist,PhD,72236,Satisfactory,No,3/11/1964,,
00-46179228,Timothy,Jackson,Male,Virginia,Virginia Beach,11/28/2021,Sales,Sales Representative,Bachelor,81811,Satisfactory,No,1/30/1962,,
00-99618476,Brenda,Holmes,Male,Michigan,Detroit,7/25/2024,Sales,Sales Specialist,PhD,79683,Excellent,Yes,3/28/1973,,
00-33101632,Lisa,Singleton,Male,New York,Buffalo,5/29/2015,Operations,Inventory Specialist,High School,65926,Satisfactory,Yes,7/7/1982,,
00-77355292,Michael,Hodges,Female,New York,New York City,2/4/2015,IT,Software Developer,Master,93317,Good,No,5/9/1996,,
00-96783043,Jasmine,Moore,Male,New York,New York City,8/28/2023,Operations,Operations Analyst,Master,81493,Satisfactory,No,6/4/2002,,
00-91350587,Heather,Williams,Male,North Carolina,Charlotte,1/31/2019,Finance,Financial Analyst,Bachelor,79506,Good,No,12/19/1997,,
00-40021918,Alicia,Scott,Female,Ohio,Columbus,2/27/2022,Sales,Sales Consultant,PhD,90529,Good,No,2/8/1990,,
